content,polarity
Lo pasamos muy bien “@MaEugeniaLopez: @LidiaSanzPerez Te recomiendo que no le falles. Es un lujo saludarle en persona. http://t.co/3X342H79”,5
Cameron rechaza reformar el Tratado de Lisboa y el acuerdo se limitará a 23 países europeos http://t.co/ODXQArSN,3
Zapatero dice que Rajoy ha comprendido perfectamente que no haya calado su idea del veto con solo el 10% para el fondo de rescate europeo.,4
Gracias chicos“@QueDicen_com: @PaulaVazquezTV: la última estrella ya brilla en Antena 3 http://t.co/sgtYTYng [http://t.co/4u7OLDDU]”,5
"Túnel de los Roquillos, El Hierro. Su cierre durante semanas causó pérdidas ecas considerables http://t.co/0cDSOqUy",1
"¿En qué se supone que ha cedido Merkel en esta ""dura negociación""?",2
"Eso es ;-)) RT @ccifuentes: @JuananSanzNunez Por supuesto que nos veremos en #Sevilla, un besazo :-) @mariviromero",5
"Lo de Guardiola no es una rueda de prensa, es un alarde de paciencia. Ojalá ahora se transforme en Bebe y nos echemos unas risas.",5
"Ironía, por qué le abandonas.",2
"Todo mi apoyo y mi cariño a Luis Aizpeolea, gran periodista y excelente persona",5
¡Lo mejor de mi timeline está disponible! http://t.co/PLbGUQKc ▸ Historias del día por @cfopabloalboran @los40_spain @trendsmadrid,4
Los 10 mandamientos para hacer una buena campaña electoral 2.0  http://t.co/U6y5mkQi,5
"""€uropa se £ibra"", nuestra conclusión de la cumbre del euro y el aislamiento definitivo del Reino Unido.http://t.co/JonHrkET#portadaEPC",1
Este tema os dejo hoy amig@s. Sergio Dalma y Rafita (que será de mi ). Buenas noches. Bs.  http://t.co/p5TW8rKl,4
Qué tragedia la de estos cubanos que han perdido la vida buscando su libertad! Este Castro no paga ni ... http://t.co/WLnTBiB3,1
"""No hay lector con algún problema muy particular que no lo encuentre mencionado en la primera novela que se decida a leer"" Iñaki Uriarte",5
La suerte de la fea la guapa la desea #tipicasfrasesdeabuela,3
Estoy harto del clásico. Qué cansino todo el mundo con el partido. Creo que Pep saldrá con defensa de 3.,2
"Jajaja me hacéis reír, y MUCHO. Si fuera un pelota os diría que sois los mejores followers del mundo. Pero como soy yo, os digo vais bien.",5
"¿Os gusta la nueva aplicación de Twitter? A mi me despista bastante. ¿Qué ventajas le veis sobre la anterior? Yo, de momento, ninguna.",1
Que tengáis un buen día familia!!! BESOS Y ABRAZO DE GOL PARA TOD@S !!!,5
"El BOE publica hoy el indulto de Alfredo Sáenz con 'indulgencia plenaria'. Es decir, se borran excepcionalmente los antecedentes penales.",4
El indulto a Sáenz borra los antecedentes penales para q pueda cumplir con la honorab q exige la normativa bancaria,5
Jajajajajja la mierda del nuevo twitter locooooo me tiene......,1
.@jesusmarana La charla entre Enric González y Martí Gómez debería animarnos a crear #maestrosquetuvimos.http://t.co/JbJqzxgV vía @el_pais,5
“@PaquiVicente: Hola @rafam_simancas! Me haces un RT para encontrar el perro de @anapalacio? En la foto está la info! http://t.co/jvbv7FED”,2
@JuanMoscosodelP animo.y ojo,3
"Encantado en conoceros “@alipass: http://t.co/sjkojUvw aquí en la redacción de El Mundo, gracias. ha sido todo un placer cc @mondadientes”",5
"Y los etarras encarcelados no son unos pobres perseguidos por su pensamiento, son delincuentes que por fanatismo han hecho cosas terribles.",1
"Muy bueno: RT @LatigoalCongres @Tonicanto1 Buenas Diputado RT please, gracias. SaludosEl tercer jinete http://t.co/ZoILXNun",5
"Habrá que ir calentando los motores para esta noche... Y no, no es que vaya a ver el clásico ;)",2
Shakira ganó ayer 2 Premios 40: Artista latina más importante e influyente en el mundo y Mejor Artista Int. en Lengua Española  ShakiraHQ,5
"Somos consciente de la importancia cultural y musical de la sala Malandar, por eso vamos a buscar soluciones con su dueño",5
"@marodriguezb @paugasol Sí, y en una competición real,abierta.No como los simulacros futboleros d aquí.Vamos,Pau,eres y serás EL MAS GRANDE!",5
El Tribunal de Cuentas ve irregularidades en contratos del semestre europeo presidido por Zapatero http://t.co/kf1urHEz  (vía @LARAZON_es),2
"je, je“@Mely_RB: Que grandes @Buenafuente y sus ""teloneros""!! #BROTHERNESKENS”",4
He oido que esta noche 500 millones de personas verán el partido. Madre mía!Buena suerte a todos.,5
"Hoy veré el clásico en un pub de Londres... y con dos madridistas de armas tomar, a ver si me llevo una alegría ;)",5
"Que nadie se enfade, pero esta noche también ponen en la tele ""El perro del hortelano"", la última y estupenda película de Pilar Miró.",5
¡Lo mejor de mi timeline está disponible! http://t.co/nO2RpIIV ▸ Historias del día por @anesvad @manoletusgarcia @weregorentandgo @jaime_fz,4
Apaga y vámonos! Qué mala pata,2
"Felicitats Barça/ Madrid, queda liga! #tomacomentariofutbolero !! Buenas noches amigos y GRACIAS POR SER Y ESTAR",4
"“@almudenaSOY: las dos cosas eran pura ficción!!!” Sí, pero no hay color!!",3
“@iaguirre70: En el concierto de esta noche de Los Secretos en Madrid te ha mencionado Enrique Urquijo.” La Pantoja crea escuela...,5
A puntito de salir para charleston en baeza!!!!por cierto Enhorabuena al FCB y a todos sus seguidores!!!!,5
"Parece que, desgraciadamente ha fallecido una persona en Guerrero.",1
“@aprync777: @David_Busta ¡Maaajo!. ¡Buen viaje!. Al parecer los daños del temblor no pasaron a mayores. ,4
"Bueno, abrazos para tod@s !!! Hasta luego!",5
Puedes encontrar vicio y tentación en cada esquina... http://t.co/0NkGDvSL,2
Merkozy se equivoca http://t.co/P39oYDMp via @el_pais,2
"@JuanraLucas no debe haber mas limite que las viejas reglas del oficio, buscar la verdad, verificar, respetar... Buena practica, periodismo.",5
"Y reitero que no es una cuestión personal, sino debate necesario que va mas allá de la profesión del periodismo.La red abre espacios nuevos",5
Con mi hermano @Igorbustamante ...;-) http://t.co/ilUq45Yy,5
"@Nacho_Plvapoyaremos y fomentaremos el deporte, su práctica y sus valores.Creemos más urgente recuperar un ministerio como el de Agricultura",5
Ya estamos en Japon! Son las 23h asi q hay que ir a dormir para que el jet lag se vaya rapido... Que sueño!!!!,5
Vuelvo a Disney!!!;-),5
Nervios http://t.co/UieczUa5,2
Si me da tiempo os subo alguna foto... Os quierooooo!!!,5
“@R_Aguado7: cuida tus palabras admirador del fútbol independentista.” #LosMerenguesEscozios,1
“@_princess25: @ristomejide eres un poco catalan cabron no??? Pero si sois unos ratas que no soltais un euro ¡racanos!” #LosMerengesEscozios,1
"EEUU y el FMI insatisfechos con resultados de la cumbre euroepa. Mañana, en EM, mi análisis sobre la cumbre centrado en las tareas de Rajoy.",2
Grande @ClubEstudiantes somos el primer equipo de Maaadrid! :)))),5
Madrid. Gracias por vuestro cariño. Ha sido un placer!!!!!!.,5
Mañana por la mañana montones de asalariados del PP volverán a TWITTER . Estos días no han tenido tiempo. Estaban de acueducto.,2
D.Villepin candidato alas presidenciales Francesas.TF1.Rencor acumulado entre los dos.NS y DV.,2
"Y a propósito de la actualidad, un recuerdo a Gregorio Ordóñez http://t.co/flRi6oo4",4
"El era capaz de mejorar esta canción, que tantas veces le oí cantar y esta es la mejor manera de recordarlo . Te quiero http://t.co/OfLMagFI",4
Buenas noches!!!Desde Disney os digo... Que os quiero FAMILIAAAAA!!! http://t.co/0mQZ3EtD,4
Es un muñeco! (pero la verdad es que lo han clavao...) http://t.co/SFtib43B,4
Llamen para salvar a sus favoritos es ahora.. En los comerciales.. Hoy se queda solo uno de cada equipo.,5
"Suben las tarifas de los taxis madrileños una media d 1,6%. La bajada de bandera diurna sube 5 céntimos y pasará a 2,15 euros.",1
"Esta tarde firmo #ElPrimerNaufragio en El Corte Inglés de Diagonal en Barcelona a las 6,30. Con foto y dedicatoria especial para tuiteros.",5
Interesante artículo de Manrique en El Pais. http://t.co/Ps7Rb80K,5
"Buenos días, empieza una semana bastante dura de trabajo con 4 conciertos seguidos, a esta altura de la temporada se convierte en un reto.",2
Un día mas en la puerta de Génova. Hoy portavoces y presidentes de Congreso y Senado. Muchas quinielas y pocas certezas.,2
"@carmenmorodo Qué generoso, jaja.",5
Interesante la tribuna de José Manuel García-Margallo sobre la cumbre de la UE http://t.co/yOgK9V0l,5
Rajoy:  Os pido el mayor esfuerzo... la legislatura no va a ser ni mucho menos fácil ... Hay que explicar mucho,3
Confusión en Junta Directiva PP. Zoido presidirá el XVII Congreso Nacional de febrero pero la comisión organizadora la dirigirá Pedro Sanz,2
"""@Medeita87: De dónde sacas tantas frases ingeniosas? Tienes a gente explotada en un almacén?"" Llamarlos gente es muy generoso por tu parte.",5
Castilla y León en cabeza RT @Pepemaras: @marianorajoy propone a Jesús Posada como Presidente del Congreso,5
Gracias a todos. Luego os contesto particularmente.,5
"Enhorabuena a los presidentes del Congreso y Senado, Jesús Posada y @PioGarca y a los portavoces Alfonso Alonso y José Manuel Barreiro",5
"El metro de Sevilla tiene banda sonora navideña. Hace más ""amena"" la espera. Pero,¿no estamos en crisis?,¿cuánto cuesta?¿debería suprimirse?",3
Todo preparado para el gran espectáculo. El jueves el Ayuntamiento va a cobrar vida #sevillahoy http://t.co/1GYscglV,5
"A las 3 en @A3noticias, Zapatero dice que no aprobó la ley de las descargas en Internet por la presión de las redes sociales",2
Have an amazing week everyone!Much peace!//la semana comienza y bien!!! Fuerza para tod@s!PAZ,4
Gracias a los q pensáis q soy la periodista 20 de los 30 mas influyentes dEspaña. Gracias!enhorabuena a @hermanntertsch @pedroj_ramirez,5
El hecho de q nos valoréis es fantástico para seguir trabajando aun mas por la libertad y la honradez en la información. Gracias!,5
"""@CayePache: Mi nueva adquisición literaria. @ristomejide 'Que la muerte te acompañe' http://t.co/bckLZtF2 "" Enhorabuena, lo has encontrado!",4
"Yo estoy bastante de acuerdo con esta elección... AquÃ­, la mujer mÃ¡s atractiva http://t.co/rONVyrTT vía @elmundoes",5
Os dejo una foto con mi primo @gonzalococa que hoy es su cumple! A ver si se invita a algo!! :P http://t.co/Xlw6MCKe,4
"Lunes negro el d Urdangarín. A su abogado-portvz no se le ha ocurrido otra cosa q decir que ""está indignado"". Coñas asamblearias aseguradas",1
@mgilguerrero el abogado esta indignado Xq el Rey no le informo antes? Es indigno todo. Lo segundo también.,2
"""Me basta y me sobra"" dice @GLlamazares tras quedarse de diputado raso en el #congreso http://t.co/oDuxvehX. @Cayo_Lara, portavoz de @iunida",5
Con Alexander Kwaniewski ex presidente Polonia. Con Polonia tenemos mucho que hacer en Europa Hemos perdido algo el tiempo. Ganemoslo,2
"Hay Pte Portavoz, Portavoz adjunto e incluso portavoz rotatorio, y los he desempeñado. El portavoz 4 o 5 no existe en Cortes.  Diputado sí",2
@mgilguerrero ya se estrena esta noche con una en otra radio.,5
celebracion y dificultades en la zona euro@nytimes http://t.co/Q0d8J7c1,2
http://t.co/KYWfcwYz aquí os dejo con el #videocapítulo del concierto de Jaén. besos.,5
Eguiguren: el socialismo esta en el desierto sin cantimplora.,2
"MAÑANA ES 13 adoro los 13, porqué? ni idea pero siempre creo que me va a pasar algo bueno! #13",4
No pudimos aprovechar el gol inicial y ellos sacaron provecho en el segundo tiempo del jugador de más.,3
"Mañana mas y seguro, seguro, seguro, que mejor. #BuenasNoches",5
Gracias ;) RT @sanzchile: *7714 México ;) RT: @AlejandroSanz: Voten por @Oscarcruzvm hay que (cont) http://t.co/pCXYPmr5,5
Buenos días a todos! Así amanece Madrid: http://t.co/x2TOfpQt,5
"Rajoy:''Intentaremos repartir de manera equitativa los costos de esta crisis económica. La primera obligación de un gobernante es ser justo""",3
Embarcando que es gerundio! Y es martes y además 13!! Llamadme valiente!!!! Destino Barcelona!!!,5
RT @japtapias:Mi enhorabuena a quienes toman posesión de su escaño en Congreso y Senado y dan inicio a X Legislatura de nuestra democracia.,4
Hoy se constituyen las Cortes d la décima legislatura. Ademas escucharemos la reacción del abogado de Urdangarin.  #losdesayunosdetve,3
Pregunta: ¿por qué Bermúdez no se querella contra EM? Respuesta: porque en la instrucción de ese sumario se podrían practicar pruebas.,2
"Empieza la primera reunion del Grupo Popular en el Congreso. Los nuevos diutados llegan despistados. Los veteranos, expectantes por si acaso",4
"Buenos días gente. Adoro las noches en las que no estoy de servicio. Como anoche, disfrutando del espectáculo de @PabloPuyol_ y compañía.",5
"De las llegadas, Posada ha contado q Bono le ha dado buenos consejos y el dipu de @ProyectoEquo / Compromís ha llegado en bici al #congreso",4
"Da igual que o sea corresponsal político con acreditación permanente. Prensa del Congreso a la suya, deja a los periodistas en la calle",2
@PalomaCervilla También han aprobado siete portavoces adjuntos y han ratificado a Teófilo de Luis como secretario técnico. Besos,4
"Para celebrar que hoy descanso, me voy al dentista #tontoqueesuno",5
"AMAIUR tendrá grupo solo con diputados del PVasco. El de Navarra (le faltaban unas décimas para 15%), no tomará posesión, de momento",2
sólo tiene q tomar prestado un diputado de FORO temporalmente. “@isabelsuarezl: @maria_rey y grupo parlamentario de UPyD????,2
Hoy asisten 349 diputados a la Constitución de la cámara baja. Falta solo el diputado de AMAIUR por Navarra,2
La actual situación económica hace urgente adoptar medias de control de gasto público y de austeridad en la administración de #Asturias.,2
Estoy recibiendo preguntas para los 4 nuevos en el Congreso. ¿Os puedo pedir que las reenviéis a @Juliaenlaonda  con la etiqueta #losnuevos?,5
Familia ! Gracias por todos sus mensajes ! Por aquí leyendo uno a uno . Les deseo un feliz día !,5
"CIU obliga a rectificar a De Gispert.Ya vale todo,incluso l xenofobia. http://t.co/3LGQoZ84  unos mueven el árbol,otros recogen ls nueces...",1
Pues que se te ocurre? RT @Aritta5: @AlejandroSanz Qe haras si Oscar gana #LaVoz ... Algo divertido no.? Para todos tus fans.! =),4
#EnriqueMorente todo bien chicas. Un besazo RT @CorazonesPeru: @AlejandroSanz feliz m@rtes 13 jefee!! Como va todo por allá?,5
Jeje. Ya.. Bienvenid@s mis gringit@s un fuerte abrazo. #EnriqueMorente RT @Siempreesdnoche: (cont) http://t.co/7CqXdgoz,4
Que maravilla.. Un besazo anorme a tru princesa. RT @macasanzlucero1: @alejandrosanz Creo que cada (cont) http://t.co/DdNGKiHR,5
"La maniobra de Amaiur,no tomar posesión diputado x Navarra,no les garantiza grupo parlamentario la última palabra la tiene Mesa del Congreso",2
"http://t.co/GDtUdX7zPues sí,pro pasan ls años y da igual quien venga.¿No os indignan los dl palco?Otro estómago agradecido, con lo q fue",3
Pues por favor  vota al *7714 gracias ;) RT @LAlejandra1: @AlejandroSanz @oscarcruzvm ese es mi gallo,5
"Esta noche estoy entre pasar bajo una escalera vestido de amarillo echándole sal a un gato mientras rompo un espejo, o ver TSQV... #Dilema13",2
"Si en Parlament se puede decir“ls españoles nos roban”,los de Duran tendrán licencia para decir“ls homosexuales son enfermos”? #stopfachas",2
"Aunque se cayera, igual volvería para el especial navideño de TCMS... http://t.co/JvsKAVbT",3
"Camps, molt honorable: ""Supongo que los ciudadanos quieren que vaya bien vestido"" http://t.co/cLoofmpd",5
novedosas? anécdota? Espero que el Congreso no se convierta un circo y TODOS le guarden el respeto que merece http://t.co/1AC2Ind8,5
La Mesa acuerda que los partidos puedan solicitar grupo hasta el jueves a las ocho de la tarde. Media hora después se reunirá la Mesa,5
Cataluña dice q no tiene dinero para pagar nóminas. Pero si tiene para financiar cine lésbico. Se lo contamos en el @TelediarioInter 20:30,2
"Enhorabuena @paullop: RT @bottup: Bottup, único proyecto español en 'Citizen Media Toolkit' de Changemakers+Google: http://t.co/r0wtV6Y9",5
